season,fbref_name,fpl_name,fuzzy_score,total_points,review,duplicates
2021-2022,,Anthony Mancini,,0.0,,
2021-2022,Anthony Martial,Anthony Martial,100,14.0,,
2021-2022,Antonio Rüdiger,Antonio Rüdiger,100,150.0,,
2021-2022,Anwar El Ghazi,Anwar El Ghazi,100,22.0,,
2021-2022,,Archie Gray,,0.0,,
2021-2022,Armando Broja,Armando Broja,100,92.0,,
2021-2022,,Armstrong Oko-Flex,,0.0,,
2021-2022,Arthur Masuaku,Arthur Masuaku,100,29.0,,
2021-2022,,Arthur Okonkwo,,0.0,,
2021-2022,Ashley Barnes,Ashley Barnes,100,32.0,,
2021-2022,Ashley Fletcher,Ashley Fletcher,100,3.0,,
2021-2022,Ashley Westwood,Ashley Westwood,100,63.0,,
2021-2022,Ashley Young,Ashley Young,100,50.0,,
2021-2022,Asmir Begović,Asmir Begović,100,13.0,,
2021-2022,Axel Tuanzebe,Axel Tuanzebe,100,14.0,,
2021-2022,Aymeric Laporte,Aymeric Laporte,100,160.0,,
2021-2022,,Ayotomiwa Dele-Bashiru,,0.0,,
2021-2022,Ayoze Pérez,Ayoze Pérez,100,35.0,,
2021-2022,,Bailey Peacock-Farrell,,0.0,,
2021-2022,Bali Mumba,Bali Mumba,100,0.0,,
2021-2022,Ben Chilwell,Ben Chilwell,100,55.0,,
2021-2022,Ben Davies,Ben Davies,100,105.0,,
2021-2022,Ben Foster,Ben Foster,100,81.0,,
2021-2022,Ben Gibson,Ben Gibson,100,53.0,,
2021-2022,Ben Godfrey,Ben Godfrey,100,45.0,,
2021-2022,Ben Johnson,Ben Johnson,100,48.0,,
2021-2022,Ben Mee,Ben Mee,100,74.0,,
2021-2022,,Ben Nelson,,0.0,,
2021-2022,Ben White,Ben White,100,107.0,,
2021-2022,,Ben Wilmot,,0.0,,
2021-2022,,Ben Woodburn,,0.0,,
2021-2022,,Benjamin Chrisene,,0.0,,
2021-2022,Benjamin Mendy,Benjamin Mendy,100,3.0,,
2021-2022,,Bernard Anício Caldeira Duarte,,0.0,,
2021-2022,,Bernardo Fernandes Da Silva Junior,,0.0,,
2021-2022,Bernardo Silva,Bernardo Veiga de Carvalho e Silva,100,155.0,,
2021-2022,Bernd Leno,Bernd Leno,100,10.0,,
2021-2022,Bertrand Traoré,Bertrand Traoré,100,13.0,,
2021-2022,Billy Gilmour,Billy Gilmour,100,49.0,,
2021-2022,,Björn Engels,,0.0,,
2021-2022,,Bobby Thomas,,0.0,,
2021-2022,Boubakary Soumaré,Boubakary Soumaré,100,36.0,,
2021-2022,,Brandon Austin,,0.0,,
2021-2022,Brandon Williams,Brandon Williams,100,36.0,,
2021-2022,,Bruno André Cavaco Jordão,,0.0,,
2021-2022,Bruno Fernandes,Bruno Borges Fernandes,100,151.0,,
2021-2022,Bruno Guimarães,Bruno Guimarães Rodriguez Moura,90,67.0,,
2021-2022,Bryan Gil,Bryan Gil Salvatierra,90,9.0,,
2021-2022,Bryan Mbeumo,Bryan Mbeumo,100,119.0,,
2021-2022,Bukayo Saka,Bukayo Saka,100,179.0,,
2021-2022,Callum Hudson-Odoi,Callum Hudson-Odoi,100,49.0,,
2021-2022,Callum Wilson,Callum Wilson,100,75.0,,
2021-2022,Calum Chambers,Calum Chambers,100,42.0,,
2021-2022,Cameron Archer,Cameron Archer,100,3.0,,
2021-2022,Caoimhín Kelleher,Caoimhin Kelleher,94,8.0,,
2021-2022,Carney Chukwuemeka,Carney Chukwuemeka,100,16.0,,
2021-2022,Cenk Tosun,Cenk Tosun,100,1.0,,
2021-2022,Charlie Cresswell,Charlie Cresswell,100,4.0,,
2021-2022,Charlie Goode,Charlie Goode,100,10.0,,
2021-2022,,Charlie Patino,,0.0,,
2021-2022,,Charlie Savage,,0.0,,
2021-2022,Charlie Taylor,Charlie Taylor,100,78.0,,
2021-2022,,Charlie Whitaker,,0.0,,
2021-2022,Che Adams,Che Adams,100,103.0,,
2021-2022,Cheikhou Kouyaté,Cheikhou Kouyaté,100,77.0,,
2021-2022,Chem Campbell,Chem Campbell,100,1.0,,
2021-2022,Chris Wood,Chris Wood,100,91.0,,
2021-2022,Christian Benteke,Christian Benteke,100,58.0,,
2021-2022,Christian Eriksen,Christian Eriksen,100,43.0,,
2021-2022,Christian Kabasele,Christian Kabasele,100,21.0,,
2021-2022,,Christian Marques,,0.0,,
2021-2022,Christian Nørgaard,Christian Nørgaard,100,101.0,,
2021-2022,Christian Pulisic,Christian Pulisic,100,77.0,,
2021-2022,Christoph Zimmermann,Christoph Zimmermann,100,0.0,,
2021-2022,Christos Tzolis,Christos Tzolis,100,16.0,,
2021-2022,Ciaran Clark,Ciaran Clark,100,14.0,,
2021-2022,,Cieran Slicker,,0.0,,
2021-2022,Cody Drameh,Cody Drameh,100,0.0,,
2021-2022,Cole Palmer,Cole Palmer,100,9.0,,
2021-2022,Connor Roberts,Connor Roberts,100,69.0,,
2021-2022,,Conor Bradley,,0.0,,
2021-2022,Conor Coady,Conor Coady,100,138.0,,
2021-2022,,Conor Coventry,,0.0,,
2021-2022,Conor Gallagher,Conor Gallagher,100,140.0,,
2021-2022,,Conor Hourihane,,0.0,,
2021-2022,CJ Egan-Riley,Conrad Egan-Riley,83,1.0,True,
2021-2022,Craig Cathcart,Craig Cathcart,100,50.0,,
2021-2022,Craig Dawson,Craig Dawson,100,90.0,,
2021-2022,Cristian Romero,Cristian Romero,100,63.0,,
2021-2022,Cristiano Ronaldo,Cristiano Ronaldo dos Santos Aveiro,90,159.0,,
2021-2022,Crysencio Summerville,Crysencio Summerville,100,6.0,,
2021-2022,Curtis Jones,Curtis Jones,100,40.0,,
2021-2022,Cédric Soares,Cédric Soares,100,48.0,,
2021-2022,César Azpilicueta,César Azpilicueta,100,87.0,,
2021-2022,Dale Stephens,Dale Stephens,100,4.0,,
2021-2022,Dan Burn,Dan Burn,100,92.0,,
2021-2022,Dan Gosling,Dan Gosling,100,11.0,,
2021-2022,Dane Scarlett,Dane Scarlett,100,1.0,,
2021-2022,Daniel Amartey,Daniel Amartey,100,55.0,,
2021-2022,Daniel Bachmann,Daniel Bachmann,100,25.0,,
2021-2022,Daniel Podence,Daniel Castelo Podence,86,70.0,True,
2021-2022,Daniel Chesters,Daniel Chesters,100,1.0,,
2021-2022,Daniel James,Daniel James,100,91.0,,
2021-2022,,Daniel N'Lundulu,,0.0,,
2021-2022,Danny Ings,Danny Ings,100,106.0,,
2021-2022,Danny Rose,Danny Rose,100,7.0,,
2021-2022,Danny Ward,Danny Ward,100,3.0,,
2021-2022,Danny Welbeck,Danny Welbeck,100,89.0,,
2021-2022,,Dara Costelloe,,0.0,,
2021-2022,,Darren Randolph,,0.0,,
2021-2022,David Raya,David Raya Martin,90,95.0,,
2021-2022,David de Gea,David de Gea,100,132.0,,
2021-2022,Davinson Sánchez,Davinson Sánchez,100,93.0,,
2021-2022,,Davy Pröpper,,0.0,,
2021-2022,,Dean Henderson,,0.0,,
2021-2022,Declan Rice,Declan Rice,100,95.0,,
2021-2022,Dejan Kulusevski,Dejan Kulusevski,100,99.0,,
2021-2022,Dele Alli,Dele Alli,100,35.0,,
2021-2022,Demarai Gray,Demarai Gray,100,106.0,,
2021-2022,,Dennis Praet,,0.0,,
2021-2022,Diego Llorente,Diego Llorente,100,77.0,,
2021-2022,,Dilan Markanday,,0.0,,
2021-2022,Dimitris Giannoulis,Dimitris Giannoulis,100,39.0,,
2021-2022,Diogo Jota,Diogo Teixeira da Silva,100,175.0,,
2021-2022,,Dion Sanderson,,0.0,,
2021-2022,Divock Origi,Divock Origi,100,22.0,,
2021-2022,,Domingos Quina,,0.0,,
2021-2022,Dominic Calvert-Lewin,Dominic Calvert-Lewin,100,64.0,,
2021-2022,Dominic Thompson,Dominic Thompson,100,3.0,,
2021-2022,Donny van de Beek,Donny van de Beek,100,31.0,,
2021-2022,Douglas Luiz,Douglas Luiz Soares de Paulo,90,89.0,,
2021-2022,Dwight Gayle,Dwight Gayle,100,7.0,,
2021-2022,Dwight McNeil,Dwight McNeil,100,84.0,,
2021-2022,,Dynel Simeu,,0.0,,
2021-2022,Eberechi Eze,Eberechi Eze,100,31.0,,
2021-2022,,Ed Turns,,0.0,,
2021-2022,Ederson,Ederson Santana de Moraes,90,155.0,,
2021-2022,Edinson Cavani,Edinson Cavani,100,34.0,,
2021-2022,Edo Kayembe,Edo Kayembe,100,24.0,,
2021-2022,Edouard Mendy,Edouard Mendy,100,130.0,,
2021-2022,Eddie Nketiah,Edward Nketiah,81,55.0,True,
2021-2022,,Eldin Jakupovic,,0.0,,
2021-2022,,Ellery Balcombe,,0.0,,
2021-2022,,Elliot Anderson,,0.0,,
2021-2022,Ellis Simms,Ellis Simms,100,2.0,,
2021-2022,Emerson,Emerson Aparecido Leite de Souza Junior,90,102.0,,
2021-2022,Emerson Palmieri,Emerson Palmieri dos Santos,90,1.0,,
2021-2022,Emil Krafth,Emil Krafth,100,58.0,,
2021-2022,Emile Smith Rowe,Emile Smith Rowe,100,125.0,,
2021-2022,Emi Buendía,Emiliano Buendía Stati,86,107.0,True,
2021-2022,Emiliano Martínez,Emiliano Martínez,100,129.0,,
2021-2022,Emmanuel Dennis,Emmanuel Dennis,100,134.0,,
2021-2022,Enock Mwepu,Enock Mwepu,100,58.0,,
2021-2022,Eric Bailly,Eric Bailly,100,2.0,,
2021-2022,Eric Dier,Eric Dier,100,132.0,,
2021-2022,,Erik Lamela,,0.0,,
2021-2022,Erik Pieters,Erik Pieters,100,37.0,,
2021-2022,,Ethan Ampadu,,0.0,,
2021-2022,Ethan Pinnock,Ethan Pinnock,100,90.0,,
2021-2022,Evan Ferguson,Evan Ferguson,100,1.0,,
2021-2022,Ezri Konsa,Ezri Konsa Ngoyo,90,78.0,,
2021-2022,Fabian Delph,Fabian Delph,100,18.0,,
2021-2022,Fabian Schär,Fabian Schär,100,88.0,,
2021-2022,Fabinho,Fabio Henrique Tavares,100,97.0,,
2021-2022,Fábio Silva,Fabio Silva,91,30.0,,
2021-2022,Federico Fernández,Federico Fernández,100,11.0,,
2021-2022,Fernandinho,Fernando Luiz Rosa,100,45.0,,
2021-2022,Fernando Marçal,Fernando Marçal,100,67.0,,
2021-2022,Ferrán Torres,Ferran Torres,92,26.0,,
2021-2022,,Filip Marschall,,0.0,,
2021-2022,Finley Stevens,Finley Stevens,100,1.0,,
2021-2022,,Florin Andone,,0.0,,
2021-2022,Folarin Balogun,Folarin Balogun,100,2.0,,
2021-2022,,Francisco Casilla Cortés,,0.0,,
2021-2022,Kiko Femenía,Francisco Femenía Far,86,53.0,True,
2021-2022,Chiquinho,Francisco Jorge Tomás Oliveira,100,20.0,,
2021-2022,Francisco Trincão,Francisco Machado Mota de Castro Trincão,100,66.0,,
2021-2022,Francisco Sierralta,Francisco Sierralta,100,5.0,,
2021-2022,Frank Onyeka,Frank Onyeka,100,35.0,,
2021-2022,Fraser Forster,Fraser Forster,100,57.0,,
2021-2022,Freddie Woodman,Freddie Woodman,100,9.0,,
2021-2022,Fred,Frederico Rodrigues de Paula Santos,100,93.0,,
2021-2022,,Frederik Alves,,0.0,,
2021-2022,,Frédéric Guilbert,,0.0,,
2021-2022,Gabriel Jesus,Gabriel Fernando de Jesus,100,120.0,,
2021-2022,Martinelli,Gabriel Teodoro Martinelli Silva,90,110.0,,
2021-2022,Gabriel Dos Santos,Gabriel dos Santos Magalhães,100,146.0,,
2021-2022,Giovani Lo Celso,Giovani Lo Celso,100,11.0,,
2021-2022,Granit Xhaka,Granit Xhaka,100,60.0,,
2021-2022,Grant Hanley,Grant Hanley,100,71.0,,
2021-2022,,Gylfi Sigurdsson,,0.0,,
2021-2022,Hakim Ziyech,Hakim Ziyech,100,79.0,,
2021-2022,,Halil Dervişoğlu,,0.0,,
2021-2022,Hamza Choudhury,Hamza Choudhury,100,8.0,,
2021-2022,Hannibal Mejbri,Hannibal Mejbri,100,1.0,,
2021-2022,Harrison Ashby,Harrison Ashby,100,1.0,,
2021-2022,Harry Kane,Harry Kane,100,192.0,,
2021-2022,,Harry Lewis,,0.0,,
2021-2022,Harry Maguire,Harry Maguire,100,69.0,,
2021-2022,,Harry Tyrer,,0.0,,
2021-2022,Harry Winks,Harry Winks,100,33.0,,
2021-2022,Harvey Barnes,Harvey Barnes,100,137.0,,
2021-2022,Harvey Elliott,Harvey Elliott,100,12.0,,
2021-2022,,Harvey Vale,,0.0,,
2021-2022,,Harvey White,,0.0,,
2021-2022,Hassane Kamara,Hassane Kamara,100,38.0,,
2021-2022,,Haydon Roberts,,0.0,,
2021-2022,Hwang Hee-chan,Hee-Chan Hwang,95,81.0,,
2021-2022,Son Heung-min,Heung-Min Son,95,258.0,,
2021-2022,,Hugo Bueno,,0.0,,
2021-2022,Hugo Lloris,Hugo Lloris,100,158.0,,
2021-2022,,Héctor Bellerín,,0.0,,
2021-2022,Junior Firpo,Héctor Junior Firpo Adames,90,22.0,,
2021-2022,Hélder Costa,Hélder Wander Sousa de Azevedo e Costa,86,1.0,True,
2021-2022,,Ian Carlo Poveda-Ocampo,,0.0,,
2021-2022,Ibrahima Diallo,Ibrahima Diallo,100,44.0,,
2021-2022,Ibrahima Konaté,Ibrahima Konaté,100,33.0,,
2021-2022,İlkay Gündoğan,Ilkay Gündogan,93,124.0,,
2021-2022,Illan Meslier,Illan Meslier,100,106.0,,
2021-2022,Imran Louza,Imrân Louza,91,31.0,,
2021-2022,Isaac Hayden,Isaac Hayden,100,28.0,,
2021-2022,Isaac Price,Isaac Price,100,1.0,,
2021-2022,,Isaac Success Ajayi,,0.0,,
2021-2022,Ismaila Sarr,Ismaila Sarr,100,81.0,,
2021-2022,Issa Diop,Issa Diop,100,30.0,,
2021-2022,Ivan Toney,Ivan Toney,100,139.0,,
2021-2022,Jack Butland,Jack Butland,100,30.0,,
2021-2022,Jack Cork,Jack Cork,100,48.0,,
2021-2022,Jack Grealish,Jack Grealish,100,86.0,,
2021-2022,,Jack Grieves,,0.0,,
2021-2022,Jack Harrison,Jack Harrison,100,117.0,,
2021-2022,,Jack Jenkins,,0.0,,
2021-2022,Jack Stephens,Jack Stephens,100,12.0,,
2021-2022,Jacob Murphy,Jacob Murphy,100,62.0,,
2021-2022,Jacob Ramsey,Jacob Ramsey,100,109.0,,
2021-2022,Jakob Sørensen,Jacob Sørensen,93,9.0,,
2021-2022,Jaden Philogene Bidace,Jaden Philogene-Bidace,100,1.0,,
2021-2022,Jadon Sancho,Jadon Sancho,100,91.0,,
2021-2022,Jaïro Riedewald,Jairo Riedewald,93,4.0,,
2021-2022,Jakub Moder,Jakub Moder,100,58.0,,
2021-2022,Jamaal Lascelles,Jamaal Lascelles,100,47.0,,
2021-2022,,Jamal Baptiste,,0.0,,
2021-2022,Jamal Lewis,Jamal Lewis,100,10.0,,
2021-2022,James Justin,James Justin,100,29.0,,
2021-2022,James Maddison,James Maddison,100,181.0,,
2021-2022,James McArthur,James McArthur,100,54.0,,
2021-2022,James Mcatee,James McAtee,100,2.0,,
2021-2022,James Milner,James Milner,100,38.0,,
2021-2022,,James Morris,,0.0,,
2021-2022,,James Rodríguez,,0.0,,
2021-2022,,James Storer,,0.0,,
2021-2022,James Tarkowski,James Tarkowski,100,83.0,,
2021-2022,James Tomkins,James Tomkins,100,17.0,,
2021-2022,James Ward-Prowse,James Ward-Prowse,100,159.0,,
2021-2022,,Jamie Bowden,,0.0,,
2021-2022,Jamie Shackleton,Jamie Shackleton,100,19.0,,
2021-2022,Jamie Vardy,Jamie Vardy,100,133.0,,
2021-2022,Jan Bednarek,Jan Bednarek,100,94.0,,
2021-2022,,Jan Zamburek,,0.0,,
2021-2022,Jannik Vestergaard,Jannik Vestergaard,100,11.0,,
2021-2022,Japhet Tanganga,Japhet Tanganga,100,29.0,,
2021-2022,,Jarell Quansah,,0.0,,
2021-2022,,Jarosław Jach,,0.0,,
2021-2022,Jarrad Branthwaite,Jarrad Branthwaite,100,7.0,,
2021-2022,Jarrod Bowen,Jarrod Bowen,100,206.0,,
2021-2022,Jason Steele,Jason Steele,100,2.0,,
2021-2022,Javier Manquillo,Javier Manquillo,100,38.0,,
2021-2022,Jay Rodriguez,Jay Rodriguez,100,60.0,,
2021-2022,Jean-Philippe Gbamin,Jean-Philippe Gbamin,100,3.0,,
2021-2022,Jean-Philippe Mateta,Jean-Philippe Mateta,100,61.0,,
2021-2022,Jed Steer,Jed Steer,100,1.0,,
2021-2022,Jeff Hendrick,Jeff Hendrick,100,8.0,,
2021-2022,Jeffrey Schlupp,Jeffrey Schlupp,100,86.0,,
2021-2022,Jeremy Ngakia,Jeremy Ngakia,100,28.0,,
2021-2022,Jeremy Sarmiento,Jeremy Sarmiento,100,5.0,,
2021-2022,Jesse Lingard,Jesse Lingard,100,29.0,,
2021-2022,Jesuran Rak Sakyi,Jesurun Rak-Sakyi,94,4.0,,
2021-2022,Joachim Andersen,Joachim Andersen,100,124.0,,
2021-2022,Joe Gelhardt,Joe Gelhardt,100,43.0,,
2021-2022,,Joe Hart,,0.0,,
2021-2022,Joe Rodon,Joe Rodon,100,3.0,,
2021-2022,,Joe White,,0.0,,
2021-2022,Joël Matip,Joel Matip,90,170.0,,
2021-2022,Joel Ward,Joel Ward,100,73.0,,
2021-2022,Joelinton,Joelinton Cássio Apolinário de Lira,90,83.0,,
2021-2022,Jóhann Berg Guðmundsson,Johann Berg Gudmundsson,91,33.0,,
2021-2022,John McGinn,John McGinn,100,110.0,,
2021-2022,John Ruddy,John Ruddy,100,3.0,,
2021-2022,John Stones,John Stones,100,70.0,,
2021-2022,,Jon McCracken,,0.0,,
2021-2022,Jonas Lössl,Jonas Lössl,100,2.0,,
2021-2022,Jonny Castro,Jonathan Castro Otto,100,38.0,,
2021-2022,Jon Rowe,Jonathan Rowe,100,16.0,,
2021-2022,,Jonathan Tomkinson,,0.0,,
2021-2022,Jonjo Shelvey,Jonjo Shelvey,100,63.0,,
2021-2022,Jonjoe Kenny,Jonjoe Kenny,100,21.0,,
2021-2022,Jonny Evans,Jonny Evans,100,39.0,,
2021-2022,Jordan Ayew,Jordan Ayew,100,77.0,,
2021-2022,Jordan Henderson,Jordan Henderson,100,110.0,,
2021-2022,,Jordan Hugill,,0.0,,
2021-2022,Jordan Pickford,Jordan Pickford,100,116.0,,
2021-2022,Jorginho,Jorge Luiz Frello Filho,100,106.0,,
2021-2022,Joe Gomez,Joseph Gomez,86,22.0,True,
2021-2022,,Joseph Hungbo,,0.0,,
2021-2022,,Joseph McGlynn,,0.0,,
2021-2022,Joe Willock,Joseph Willock,88,79.0,True,
2021-2022,,Josh Benson,,0.0,,
2021-2022,Josh Brownhill,Josh Brownhill,100,92.0,,
2021-2022,,Josh Feeney,,0.0,,
2021-2022,,Josh Martin,,0.0,,
2021-2022,Joshua King,Joshua King,100,87.0,,
2021-2022,Josh Sargent,Joshua Sargent,92,60.0,,
2021-2022,,Joshua Wilson-Esbrand,,0.0,,
2021-2022,Diogo Dalot,José Diogo Dalot Teixeira,90,54.0,,
2021-2022,José Sá,José Malheiro de Sá,100,146.0,,
2021-2022,João Cancelo,João Cancelo,100,201.0,,
2021-2022,João Moutinho,João Filipe Iria Santos Moutinho,86,96.0,True,
2021-2022,João Pedro,João Pedro Junqueira de Jesus,100,60.0,,
2021-2022,,João Virgínia,,0.0,,
2021-2022,Joël Veltman,Joël Veltman,100,95.0,,
2021-2022,Cucho,Juan Camilo Hernández Suárez,100,62.0,,
2021-2022,Juan Mata,Juan Mata,100,10.0,,
2021-2022,,Julian Jeanvier,,0.0,,
2021-2022,Juraj Kucka,Juraj Kucka,100,54.0,,
2021-2022,Jürgen Locadia,Jürgen Locadia,100,1.0,,
2021-2022,Kai Havertz,Kai Havertz,100,112.0,,
2021-2022,Kaide Gordon,Kaide Gordon,100,1.0,,
2021-2022,,Kaine Hayden,,0.0,,
2021-2022,Kalvin Phillips,Kalvin Phillips,100,39.0,,
2021-2022,,Kamil Conteh,,0.0,,
2021-2022,Karl Darlow,Karl Darlow,100,20.0,,
2021-2022,,Karl Hein,,0.0,,
2021-2022,Kasey McAteer,Kasey McAteer,100,1.0,,
2021-2022,Kasper Schmeichel,Kasper Schmeichel,100,131.0,,
2021-2022,Kayky Chagas,Kayky da Silva Chagas,86,1.0,True,
2021-2022,Keinan Davis,Keinan Davis,100,1.0,,
2021-2022,Kelechi Iheanacho,Kelechi Iheanacho,100,80.0,,
2021-2022,Ken Sema,Ken Sema,100,26.0,,
2021-2022,Kenny McLean,Kenny McLean,100,69.0,,
2021-2022,Kepa Arrizabalaga,Kepa Arrizabalaga,100,19.0,,
2021-2022,Kevin De Bruyne,Kevin De Bruyne,100,196.0,,
2021-2022,Kevin Long,Kevin Long,100,7.0,,
2021-2022,,Kgaogelo Chauke,,0.0,,
2021-2022,Ki-Jana Hoever,Ki-Jana Hoever,100,14.0,,
2021-2022,Kieran Dowell,Kieran Dowell,100,41.0,,
2021-2022,Kieran Tierney,Kieran Tierney,100,106.0,,
2021-2022,Kieran Trippier,Kieran Trippier,100,28.0,,
2021-2022,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,100,70.0,,
2021-2022,,Kjell Scherpen,,0.0,,
2021-2022,,Konstantinos Mavropanos,,0.0,,
2021-2022,Kostas Tsimikas,Konstantinos Tsimikas,83,42.0,True,
2021-2022,Kortney Hause,Kortney Hause,100,20.0,,
2021-2022,,Kris Moore,,0.0,,
2021-2022,Kristoffer Ajer,Kristoffer Ajer,100,81.0,,
2021-2022,Kristoffer Klaesson,Kristoffer Klaesson,100,2.0,,
2021-2022,Kurt Zouma,Kurt Zouma,100,66.0,,
2021-2022,,Kwadwo Baah,,0.0,,
2021-2022,Kyle Walker,Kyle Walker,100,85.0,,
2021-2022,Kyle Walker-Peters,Kyle Walker-Peters,100,82.0,,
2021-2022,,Lamare Bogarde,,0.0,,
2021-2022,Leander Dendoncker,Leander Dendoncker,100,76.0,,
2021-2022,Leandro Trossard,Leandro Trossard,100,141.0,,
2021-2022,Leo Fuhr Hjelde,Leo Fuhr Hjelde,100,2.0,,
2021-2022,Leon Bailey,Leon Bailey,100,37.0,,
2021-2022,Lewis Bate,Lewis Bate,100,3.0,,
2021-2022,Lewis Brunt,Lewis Brunt,100,1.0,,
2021-2022,Lewis Dobbin,Lewis Dobbin,100,2.0,,
2021-2022,Lewis Dunk,Lewis Dunk,100,92.0,,
2021-2022,,Lewis Hall,,0.0,,
2021-2022,,Lewis Richardson,,0.0,,
2021-2022,Liam Cooper,Liam Cooper,100,60.0,,
2021-2022,Liam Delap,Liam Delap,100,1.0,,
2021-2022,,Liam Gibbs,,0.0,,
2021-2022,Liam McCarron,Liam McCarron,100,1.0,,
2021-2022,,Louie Moulden,,0.0,,
2021-2022,,Lucas De Bolle,,0.0,,
2021-2022,Lucas Digne,Lucas Digne,100,83.0,,
2021-2022,Lucas Moura,Lucas Rodrigues Moura da Silva,100,87.0,,
2021-2022,,Lucas Torreira,,0.0,,
2021-2022,Luis Díaz,Luis Díaz,100,64.0,,
2021-2022,Luka Milivojević,Luka Milivojevic,94,19.0,,
2021-2022,Lukas Rupp,Lukas Rupp,100,23.0,,
2021-2022,Łukasz Fabiański,Lukasz Fabianski,88,136.0,True,
2021-2022,Luke Ayling,Luke Ayling,100,55.0,,
2021-2022,Luke Cundle,Luke Cundle,100,7.0,,
2021-2022,,Luke Mbete,,0.0,,
2021-2022,Luke Shaw,Luke Shaw,100,46.0,,
2021-2022,Luke Thomas,Luke Thomas,100,50.0,,
2021-2022,Lyanco,Lyanco Evangelista Silveira Neves Vojnovic,90,19.0,,
2021-2022,Mads Bech Sørensen,Mads Bech Sørensen,100,22.0,,
2021-2022,Mads Bidstrup,Mads Bidstrup,100,4.0,,
2021-2022,Mads Roerslev,Mads Roerslev Rasmussen,90,41.0,,
2021-2022,Trézéguet,Mahmoud Ahmed Ibrahim Hassan,100,1.0,,
2021-2022,Malang Sarr,Malang Sarr,100,30.0,,
2021-2022,Manuel Lanzini,Manuel Lanzini,100,92.0,,
2021-2022,Marc Albrighton,Marc Albrighton,100,40.0,,
2021-2022,Marc Cucurella,Marc Cucurella,100,126.0,,
2021-2022,Marc Guéhi,Marc Guéhi,100,123.0,,
2021-2022,,Marc Leonard,,0.0,,
2021-2022,,Marc Navarro,,0.0,,
2021-2022,,Marcel Lavinier,,0.0,,
2021-2022,,Marcelo Flores,,0.0,,
2021-2022,,Marcelo de Araújo Pitaluga Filho,,0.0,,
2021-2022,,Marco Stiepermann,,0.0,,
2021-2022,Marcos Alonso,Marcos Alonso,100,128.0,,
2021-2022,,Marcus Bettinelli,,0.0,,
2021-2022,Marcus Forss,Marcus Forss,100,11.0,,
2021-2022,Marcus Rashford,Marcus Rashford,100,63.0,,
2021-2022,,Mark Gillespie,,0.0,,
2021-2022,Mark Noble,Mark Noble,100,19.0,,
2021-2022,Martin Dúbravka,Martin Dubravka,93,96.0,,
2021-2022,,Martin Kelly,,0.0,,
2021-2022,Martin Ødegaard,Martin Ødegaard,100,131.0,,
2021-2022,Marvelous Nakamba,Marvelous Nakamba,100,22.0,,
2021-2022,Mason Greenwood,Mason Greenwood,100,71.0,,
2021-2022,Mason Holgate,Mason Holgate,100,62.0,,
2021-2022,Mason Mount,Mason Mount,100,169.0,,
2021-2022,Matěj Vydra,Matej Vydra,91,46.0,,
2021-2022,Mateo Kovačić,Mateo Kovacic,100,76.0,,
2021-2022,Mateusz Klich,Mateusz Klich,100,61.0,,
2021-2022,,Mathew Ryan,,0.0,,
2021-2022,Mathias Jensen,Mathias Jensen,100,54.0,,
2021-2022,Mathias Jørgensen,Mathias Jorgensen,94,18.0,,
2021-2022,Mathias Normann,Mathias Normann,100,52.0,,
2021-2022,Matt Doherty,Matt Doherty,100,67.0,,
2021-2022,Matt Ritchie,Matt Ritchie,100,20.0,,
2021-2022,Matt Targett,Matt Targett,100,101.0,,
2021-2022,Matty Cash,Matthew Cash,82,147.0,True,
2021-2022,,Matthew Cox,,0.0,,
2021-2022,,Matthew Craig,,0.0,,
2021-2022,,Matthew Longstaff,,0.0,,
2021-2022,Matthew Lowton,Matthew Lowton,100,65.0,,
2021-2022,,Matthew Pollock,,0.0,,
2021-2022,,Mattéo Guendouzi,,0.0,,
2021-2022,Max Aarons,Max Aarons,100,55.0,,
2021-2022,Max Kilman,Max Kilman,100,106.0,,
2021-2022,Maxwel Cornet,Maxwel Cornet,100,104.0,,
2021-2022,,Maxwell Haygarth,,0.0,,
2021-2022,,Mazeed Ogungbo,,0.0,,
2021-2022,,Mbwana Ally Samatta,,0.0,,
2021-2022,Michael Keane,Michael Keane,100,102.0,,
2021-2022,,Michael McGovern,,0.0,,
2021-2022,,Michael Obafemi,,0.0,,
2021-2022,Michael Olise,Michael Olise,100,73.0,,
2021-2022,Michail Antonio,Michail Antonio,100,140.0,,
2021-2022,,Michal Karbownik,,0.0,,
2021-2022,,Michy Batshuayi,,0.0,,
2021-2022,Miguel Almirón,Miguel Almirón,100,59.0,,
2021-2022,,Miguel Azeez,,0.0,,
2021-2022,,Mika Biereth,,0.0,,
2021-2022,Milot Rashica,Milot Rashica,100,70.0,,
2021-2022,Mohamed Elyounoussi,Mohamed Elyounoussi,100,90.0,,
2021-2022,Mohamed Elneny,Mohamed Naser El Sayed Elneny,86,27.0,True,
2021-2022,Mohamed Salah,Mohamed Salah,100,265.0,,
2021-2022,Mohammed Salisu,Mohammed Salisu,100,58.0,,
2021-2022,Moise Kean,Moise Kean,100,1.0,,
2021-2022,Moisés Caicedo,Moisés Caicedo,100,27.0,,
2021-2022,Morgan Gibbs-White,Morgan Gibbs-White,100,1.0,,
2021-2022,Morgan Sanson,Morgan Sanson,100,13.0,,
2021-2022,Moussa Djenepo,Moussa Djenepo,100,13.0,,
